Date Range,Grade,Pollster,Subject,Sponsor,Sample Size,Sample Type,Population,Weight,Leading Result,Leading %,Trailing Result,Trailing %,Spread
Oct. 6-7,,YouGov,Congress,The Economist,1414,,rv,,Disapprove,59%,Approve,16%,43.0
Oct. 6-7,,YouGov,Congress,The Economist,1235,,lv,,Disapprove,61%,Approve,16%,45.0
Oct. 6-7,,YouGov,Supreme Court,The Economist,1604,,a,,Disapprove,44%,Approve,38%,6.0
Oct. 6-7,,YouGov,Supreme Court,The Economist,1414,,rv,,Disapprove,47%,Approve,43%,4.0
Oct. 6-7,,YouGov,Supreme Court,The Economist,1235,,lv,,Disapprove,48%,Approve,44%,4.0
Sep. 29-Oct. 1,,YouGov,Congress,The Economist,1638,,a,,Disapprove,54%,Approve,17%,37.0
Sep. 29-Oct. 1,,YouGov,Congress,The Economist,1463,,rv,,Disapprove,59%,Approve,19%,40.0
Sep. 29-Oct. 1,,YouGov,Congress,The Economist,1266,,lv,,Disapprove,60%,Approve,19%,41.0
Sep. 29-Oct. 1,,YouGov,Supreme Court,The Economist,1638,,a,,Disapprove,44%,Approve,41%,3.0
Sep. 29-Oct. 1,,YouGov,Supreme Court,The Economist,1463,,rv,,Disapprove,48%,Approve,45%,3.0
Sep. 29-Oct. 1,,YouGov,Supreme Court,The Economist,1266,,lv,,Disapprove,48%,Approve,46%,2.0
Sep. 21-24,,YouGov,Congress,The Economist,1622,,a,,Disapprove,60%,Approve,12%,48.0
Sep. 21-24,,YouGov,Congress,The Economist,1424,,rv,,Disapprove,66%,Approve,12%,54.0
Sep. 21-24,,YouGov,Congress,The Economist,1236,,lv,,Disapprove,67%,Approve,12%,55.0
Sep. 19-24,,Clarity Campaign Labs,Congress,,1000,,lv,,Disapprove,57%,Approve,23%,34.0
Sep. 21-24,,YouGov,Supreme Court,The Economist,1622,,a,,Disapprove,53%,Approve,34%,19.0
Sep. 21-24,,YouGov,Supreme Court,The Economist,1424,,rv,,Disapprove,53%,Approve,38%,15.0
Sep. 21-24,,YouGov,Supreme Court,The Economist,1236,,lv,,Disapprove,54%,Approve,38%,16.0
Sep. 20-23,,HarrisX,Congress,Deseret News,1011,,rv,,Disapprove,58%,Approve,32%,26.0
Sep. 15-17,,YouGov,Congress,The Economist,1592,,a,,Disapprove,55%,Approve,14%,41.0
Sep. 15-17,,YouGov,Congress,The Economist,1445,,rv,,Disapprove,62%,Approve,16%,46.0
Sep. 15-17,,YouGov,Supreme Court,The Economist,1592,,a,,Disapprove,49%,Approve,36%,13.0
Sep. 15-17,,YouGov,Supreme Court,The Economist,1445,,rv,,Disapprove,51%,Approve,42%,9.0
Sep. 14-16,,HarrisX,Congress,George Washington University Society of Presidential Pollsters,1505,,rv,,Disapprove,63%,Approve,30%,33.0
Sep. 14-16,,HarrisX,Congress,George Washington University Society of Presidential Pollsters,1306,,lv,,Disapprove,65%,Approve,30%,35.0
Sep. 14-16,,HarrisX,Congress,George Washington University Society of Presidential Pollsters,1247,,lv,,Disapprove,65%,Approve,30%,35.0
Sep. 3-15,,Gallup,Supreme Court,,1007,,a,,Disapprove,51%,Approve,44%,7.0
Sep. 11-13,,HarrisX,Congress,Forbes,3018,,rv,,Disapprove,55%,Approve,34%,21.0
Sep. 8-10,,YouGov,Congress,The Economist,1626,,a,,Disapprove,60%,Approve,13%,47.0
Sep. 8-10,,YouGov,Congress,The Economist,1464,,rv,,Disapprove,65%,Approve,13%,52.0
Sep. 8-10,,YouGov,Supreme Court,The Economist,1626,,a,,Disapprove,50%,Approve,36%,14.0
Sep. 8-10,,YouGov,Supreme Court,The Economist,1464,,rv,,Disapprove,52%,Approve,39%,13.0
Sep. 4-5,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,2358,,rv,,Disapprove,59%,Approve,31%,28.0
Sep. 1-3,,YouGov,Congress,The Economist,1544,,a,,Disapprove,54%,Approve,15%,39.0
Sep. 1-3,,YouGov,Congress,The Economist,1389,,rv,,Disapprove,60%,Approve,16%,44.0
Sep. 1-3,,YouGov,Supreme Court,The Economist,1544,,a,,Disapprove,50%,Approve,35%,15.0
Sep. 1-3,,YouGov,Supreme Court,The Economist,1389,,rv,,Disapprove,52%,Approve,40%,12.0
Aug. 23-28,,Clarity Campaign Labs,Congress,,1238,,lv,,Disapprove,56%,Approve,25%,31.0
Aug. 25-27,,YouGov,Congress,The Economist,1555,,a,,Disapprove,57%,Approve,14%,43.0
Aug. 25-27,,YouGov,Congress,The Economist,1368,,rv,,Disapprove,62%,Approve,15%,47.0
Aug. 25-27,,YouGov,Supreme Court,The Economist,1555,,a,,Disapprove,50%,Approve,37%,13.0
Aug. 25-27,,YouGov,Supreme Court,The Economist,1368,,rv,,Disapprove,51%,Approve,42%,9.0
Aug. 19-21,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,58%,Approve,27%,31.0
Aug. 19-21,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,60%,Approve,28%,32.0
Aug. 17-20,,YouGov,Congress,The Economist,1565,,a,,Disapprove,58%,Approve,12%,46.0
Aug. 17-20,,YouGov,Congress,The Economist,1371,,rv,,Disapprove,63%,Approve,14%,49.0
Aug. 17-20,,YouGov,Supreme Court,The Economist,1565,,a,,Disapprove,51%,Approve,34%,17.0
Aug. 17-20,,YouGov,Supreme Court,The Economist,1371,,rv,,Disapprove,52%,Approve,40%,12.0
Aug. 11-13,,YouGov,Congress,The Economist,1567,,a,,Disapprove,57%,Approve,14%,43.0
Aug. 11-13,,YouGov,Congress,The Economist,1407,,rv,,Disapprove,61%,Approve,17%,44.0
Aug. 11-13,,YouGov,Supreme Court,The Economist,1567,,a,,Disapprove,50%,Approve,37%,13.0
Aug. 11-13,,YouGov,Supreme Court,The Economist,1407,,rv,,Disapprove,51%,Approve,42%,9.0
Aug. 4-6,,YouGov,Congress,The Economist,1618,,a,,Disapprove,57%,Approve,13%,44.0
Aug. 4-6,,YouGov,Congress,The Economist,1413,,rv,,Disapprove,61%,Approve,15%,46.0
Aug. 4-6,,YouGov,Supreme Court,The Economist,1618,,a,,Disapprove,51%,Approve,35%,16.0
Aug. 4-6,,YouGov,Supreme Court,The Economist,1413,,rv,,Disapprove,51%,Approve,39%,12.0
Aug. 2-3,,HarrisX,Congress,Deseret News,1011,,rv,,Disapprove,55%,Approve,33%,22.0
Jul. 29-Aug. 1,,University of Massachusetts Department of Political Science/YouGov,Congress,WCVB-TV (Boston),1000,,rv,,Disapprove,65%,Approve,23%,42.0
Jul. 29-Aug. 1,,University of Massachusetts Department of Political Science/YouGov,Supreme Court,WCVB-TV (Boston),1000,,rv,,Disapprove,51%,Approve,39%,12.0
Jul. 24-Aug. 1,,Marquette University Law School,Supreme Court,,1005,,a,,Disapprove,57%,Approve,43%,14.0
Jul. 27-30,,YouGov,Congress,The Economist,1610,,a,,Disapprove,58%,Approve,14%,44.0
Jul. 27-30,,YouGov,Congress,The Economist,1434,,rv,,Disapprove,64%,Approve,14%,50.0
Jul. 27-30,,YouGov,Supreme Court,The Economist,1610,,a,,Disapprove,51%,Approve,34%,17.0
Jul. 27-30,,YouGov,Supreme Court,The Economist,1434,,rv,,Disapprove,53%,Approve,38%,15.0
Jul. 26-28,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,2196,,rv,,Disapprove,59%,Approve,30%,29.0
Jul. 25-28,,Emerson College,Congress,,1000,,rv,,Disapprove,59%,Approve,18%,40.8
Jul. 25-28,,Emerson College,Supreme Court,,1000,,rv,,Disapprove,42%,Approve,34%,8.8
Jul. 22-26,,Clarity Campaign Labs,Congress,,995,,lv,,Disapprove,59%,Approve,21%,38.0
Jul. 22-25,,HarrisX,Congress,Forbes,3013,,rv,,Disapprove,60%,Approve,29%,31.0
Jul. 22-25,,HarrisX,Congress,Forbes,2472,,lv,,Disapprove,64%,Approve,29%,35.0
Jul. 21-23,,YouGov,Congress,The Economist,1605,,a,,Disapprove,62%,Approve,10%,52.0
Jul. 21-23,,YouGov,Congress,The Economist,1435,,rv,,Disapprove,65%,Approve,12%,53.0
Jul. 21-23,,YouGov,Supreme Court,The Economist,1605,,a,,Disapprove,52%,Approve,34%,18.0
Jul. 21-23,,YouGov,Supreme Court,The Economist,1435,,rv,,Disapprove,53%,Approve,39%,14.0
Jul. 19-21,,HarrisX,Congress,Forbes,2753,,rv,,Disapprove,65%,Approve,25%,40.0
Jul. 19-21,,HarrisX,Congress,Forbes,2169,,lv,,Disapprove,68%,Approve,25%,43.0
Jul. 14-21,,The Bullfinch Group,Congress,The Independent Center,1030,,rv,,Disapprove,60%,Approve,29%,31.0
Jul. 1-21,,Gallup,Congress,,1010,,a,,Disapprove,78%,Approve,16%,62.0
Jul. 1-21,,Gallup,Supreme Court,,1010,,a,,Disapprove,52%,Approve,43%,9.0
Jul. 13-16,,YouGov,Congress,The Economist,1582,,a,,Disapprove,63%,Approve,11%,52.0
Jul. 13-16,,YouGov,Congress,The Economist,1404,,rv,,Disapprove,67%,Approve,13%,54.0
Jul. 13-16,,YouGov,Supreme Court,The Economist,1582,,a,,Disapprove,53%,Approve,33%,20.0
Jul. 13-16,,YouGov,Supreme Court,The Economist,1404,,rv,,Disapprove,54%,Approve,38%,16.0
Jul. 13-15,,HarrisX,Congress,Forbes,1918,,rv,,Disapprove,61%,Approve,29%,32.0
Jul. 7-10,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1210,,rv,,Disapprove,80%,Approve,18%,62.0
Jul. 7-10,,Beacon Research/Shaw & Co. Research,Supreme Court,Fox News,1210,,rv,,Disapprove,60%,Approve,38%,22.0
Jul. 7-9,,YouGov,Congress,The Economist,1620,,a,,Disapprove,62%,Approve,11%,51.0
Jul. 7-9,,YouGov,Congress,The Economist,1443,,rv,,Disapprove,67%,Approve,12%,55.0
Jul. 7-9,,YouGov,Supreme Court,The Economist,1620,,a,,Disapprove,52%,Approve,36%,16.0
Jul. 7-9,,YouGov,Supreme Court,The Economist,1443,,rv,,Disapprove,51%,Approve,41%,10.0
Jun. 30-Jul. 2,,YouGov,Congress,The Economist,1608,,a,,Disapprove,61%,Approve,13%,48.0
Jun. 30-Jul. 2,,YouGov,Congress,The Economist,1392,,rv,,Disapprove,66%,Approve,13%,53.0
Jun. 30-Jul. 2,,YouGov,Supreme Court,The Economist,1608,,a,,Disapprove,50%,Approve,36%,14.0
Jun. 30-Jul. 2,,YouGov,Supreme Court,The Economist,1392,,rv,,Disapprove,51%,Approve,40%,11.0
Jun. 28-30,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,2090,,rv,,Disapprove,62%,Approve,26%,36.0
Jun. 28-30,,HarrisX,Congress,Forbes,1500,,rv,,Disapprove,61%,Approve,31%,30.0
Jun. 23-25,,YouGov,Congress,The Economist,1599,,a,,Disapprove,60%,Approve,13%,47.0
Jun. 23-25,,YouGov,Congress,The Economist,1406,,rv,,Disapprove,64%,Approve,14%,50.0
Jun. 23-25,,YouGov,Supreme Court,The Economist,1599,,a,,Disapprove,48%,Approve,36%,12.0
Jun. 23-25,,YouGov,Supreme Court,The Economist,1406,,rv,,Disapprove,50%,Approve,41%,9.0
Jun. 20-24,,Quinnipiac University,Supreme Court,,1568,,a,,Disapprove,54%,Approve,36%,18.0
Jun. 20-24,,Quinnipiac University,Supreme Court,,1405,,rv,,Disapprove,54%,Approve,37%,17.0
Jun. 13-20,,Clarity Campaign Labs,Congress,,1002,,lv,,Disapprove,61%,Approve,21%,40.0
Jun. 16-18,,YouGov,Congress,The Economist,1600,,a,,Disapprove,59%,Approve,13%,46.0
Jun. 16-18,,YouGov,Congress,The Economist,1396,,rv,,Disapprove,64%,Approve,16%,48.0
Jun. 16-18,,YouGov,Supreme Court,The Economist,1600,,a,,Disapprove,50%,Approve,35%,15.0
Jun. 16-18,,YouGov,Supreme Court,The Economist,1396,,rv,,Disapprove,52%,Approve,39%,13.0
Jun. 9-11,,YouGov,Congress,The Economist,1595,,a,,Disapprove,58%,Approve,13%,45.0
Jun. 9-11,,YouGov,Congress,The Economist,1399,,rv,,Disapprove,65%,Approve,13%,52.0
Jun. 9-11,,YouGov,Supreme Court,The Economist,1595,,a,,Disapprove,50%,Approve,34%,16.0
Jun. 9-11,,YouGov,Supreme Court,The Economist,1399,,rv,,Disapprove,52%,Approve,39%,13.0
Jun. 6-10,,Monmouth University Polling Institute,Congress,,1106,,a,,Disapprove,82%,Approve,14%,68.0
Jun. 6-10,,Monmouth University Polling Institute,Congress,,1034,,rv,,Disapprove,82%,Approve,14%,68.0
Jun. 2-4,,YouGov,Congress,The Economist,1766,,a,,Disapprove,59%,Approve,12%,47.0
Jun. 2-4,,YouGov,Congress,The Economist,1566,,rv,,Disapprove,66%,Approve,12%,54.0
Jun. 2-4,,YouGov,Supreme Court,The Economist,1766,,a,,Disapprove,51%,Approve,33%,18.0
Jun. 2-4,,YouGov,Supreme Court,The Economist,1566,,rv,,Disapprove,54%,Approve,37%,17.0
May. 22-29,,High Point University Survey Research Center,Congress,,1000,,a,,Disapprove,60%,Approve,23%,37.0
May. 22-29,,High Point University Survey Research Center,Congress,,850,,rv,,Disapprove,61%,Approve,25%,36.0
May. 22-29,,High Point University Survey Research Center,Supreme Court,,1000,,a,,Disapprove,48%,Approve,36%,12.0
May. 22-29,,High Point University Survey Research Center,Supreme Court,,850,,rv,,Disapprove,49%,Approve,38%,11.0
May. 25-28,,YouGov,Congress,The Economist,1748,,a,,Disapprove,61%,Approve,11%,50.0
May. 25-28,,YouGov,Congress,The Economist,1547,,rv,,Disapprove,66%,Approve,11%,55.0
May. 25-28,,YouGov,Supreme Court,The Economist,1748,,a,,Disapprove,50%,Approve,34%,16.0
May. 25-28,,YouGov,Supreme Court,The Economist,1547,,rv,,Disapprove,52%,Approve,38%,14.0
May. 1-23,,Gallup,Congress,,1024,,a,,Disapprove,81%,Approve,13%,68.0
May. 16-21,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,62%,Approve,27%,35.0
May. 16-21,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,63%,Approve,27%,36.0
May. 19-21,,YouGov,Congress,The Economist,1784,,a,,Disapprove,62%,Approve,11%,51.0
May. 19-21,,YouGov,Congress,The Economist,1560,,rv,,Disapprove,66%,Approve,13%,53.0
May. 19-21,,YouGov,Supreme Court,The Economist,1784,,a,,Disapprove,53%,Approve,33%,20.0
May. 19-21,,YouGov,Supreme Court,The Economist,1560,,rv,,Disapprove,52%,Approve,39%,13.0
May. 15-16,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,1660,,rv,,Disapprove,61%,Approve,32%,29.0
May. 6-15,,Marquette University Law School,Congress,,902,,rv,,Disapprove,73%,Approve,27%,46.0
May. 6-15,,Marquette University Law School,Congress,,684,,lv,,Disapprove,73%,Approve,27%,46.0
May. 6-15,,Marquette University Law School,Supreme Court,,1033,,a,,Disapprove,61%,Approve,39%,22.0
May. 6-15,,Marquette University Law School,Supreme Court,,793,,rv,,Disapprove,61%,Approve,39%,22.0
May. 6-15,,Marquette University Law School,Supreme Court,,684,,lv,,Disapprove,60%,Approve,40%,20.0
May. 12-14,,YouGov,Congress,The Economist,1830,,a,,Disapprove,64%,Approve,13%,51.0
May. 12-14,,YouGov,Congress,The Economist,1586,,rv,,Disapprove,68%,Approve,13%,55.0
May. 12-14,,YouGov,Supreme Court,The Economist,1830,,a,,Disapprove,51%,Approve,35%,16.0
May. 12-14,,YouGov,Supreme Court,The Economist,1586,,rv,,Disapprove,51%,Approve,38%,13.0
Apr. 29-May. 8,,Clarity Campaign Labs,Congress,,1076,,rv,,Disapprove,62%,Approve,21%,41.0
May. 5-7,,YouGov,Congress,The Economist,1813,,a,,Disapprove,61%,Approve,12%,49.0
May. 5-7,,YouGov,Congress,The Economist,1598,,rv,,Disapprove,67%,Approve,13%,54.0
May. 5-7,,YouGov,Supreme Court,The Economist,1813,,a,,Disapprove,54%,Approve,32%,22.0
May. 5-7,,YouGov,Supreme Court,The Economist,1598,,rv,,Disapprove,55%,Approve,36%,19.0
Apr. 28-30,,YouGov,Congress,The Economist,1755,,a,,Disapprove,61%,Approve,14%,47.0
Apr. 28-30,,YouGov,Congress,The Economist,1479,,rv,,Disapprove,67%,Approve,14%,53.0
Apr. 28-30,,YouGov,Supreme Court,The Economist,1755,,a,,Disapprove,51%,Approve,34%,17.0
Apr. 28-30,,YouGov,Supreme Court,The Economist,1479,,rv,,Disapprove,53%,Approve,37%,16.0
Apr. 24-25,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,1961,,rv,,Disapprove,61%,Approve,32%,29.0
Apr. 21-23,,YouGov,Congress,The Economist,1651,,a,,Disapprove,65%,Approve,12%,53.0
Apr. 21-23,,YouGov,Congress,The Economist,1470,,rv,,Disapprove,70%,Approve,13%,57.0
Apr. 21-23,,YouGov,Supreme Court,The Economist,1651,,a,,Disapprove,54%,Approve,35%,19.0
Apr. 21-23,,YouGov,Supreme Court,The Economist,1470,,rv,,Disapprove,56%,Approve,37%,19.0
Apr. 18-22,,Monmouth University Polling Institute,Congress,,808,,a,,Disapprove,79%,Approve,14%,65.0
Apr. 18-22,,Monmouth University Polling Institute,Congress,,746,,rv,,Disapprove,81%,Approve,12%,69.0
Apr. 14-16,,YouGov,Congress,The Economist,1574,,a,,Disapprove,62%,Approve,12%,50.0
Apr. 14-16,,YouGov,Congress,The Economist,1358,,rv,,Disapprove,68%,Approve,14%,54.0
Apr. 14-16,,YouGov,Supreme Court,The Economist,1574,,a,,Disapprove,49%,Approve,36%,13.0
Apr. 14-16,,YouGov,Supreme Court,The Economist,1358,,rv,,Disapprove,51%,Approve,40%,11.0
Apr. 6-9,,YouGov,Congress,The Economist,1795,,a,,Disapprove,63%,Approve,14%,49.0
Apr. 6-9,,YouGov,Congress,The Economist,1583,,rv,,Disapprove,68%,Approve,14%,54.0
Apr. 6-9,,YouGov,Supreme Court,The Economist,1795,,a,,Disapprove,51%,Approve,36%,15.0
Apr. 6-9,,YouGov,Supreme Court,The Economist,1583,,rv,,Disapprove,52%,Approve,40%,12.0
Mar. 30-Apr. 2,,YouGov,Congress,The Economist,1813,,a,,Disapprove,67%,Approve,12%,55.0
Mar. 30-Apr. 2,,YouGov,Congress,The Economist,1604,,rv,,Disapprove,72%,Approve,13%,59.0
Mar. 30-Apr. 2,,YouGov,Supreme Court,The Economist,1813,,a,,Disapprove,54%,Approve,34%,20.0
Mar. 30-Apr. 2,,YouGov,Supreme Court,The Economist,1604,,rv,,Disapprove,55%,Approve,37%,18.0
Mar. 18-28,,Marquette University Law School,Congress,,868,,rv,,Disapprove,73%,Approve,27%,46.0
Mar. 18-28,,Marquette University Law School,Congress,,674,,lv,,Disapprove,75%,Approve,25%,50.0
Mar. 18-28,,Marquette University Law School,Supreme Court,,1000,,a,,Disapprove,53%,Approve,47%,6.0
Mar. 18-28,,Marquette University Law School,Supreme Court,,868,,rv,,Disapprove,53%,Approve,47%,6.0
Mar. 18-28,,Marquette University Law School,Supreme Court,,674,,lv,,Disapprove,52%,Approve,48%,4.0
Mar. 23-27,,Clarity Campaign Labs,Congress,,1080,,rv,,Disapprove,61%,Approve,23%,38.0
Mar. 24-26,,YouGov,Congress,The Economist,1594,,a,,Disapprove,65%,Approve,10%,55.0
Mar. 24-26,,YouGov,Congress,The Economist,1415,,rv,,Disapprove,70%,Approve,11%,59.0
Mar. 24-26,,YouGov,Supreme Court,The Economist,1594,,a,,Disapprove,54%,Approve,32%,22.0
Mar. 24-26,,YouGov,Supreme Court,The Economist,1415,,rv,,Disapprove,55%,Approve,37%,18.0
Mar. 21-25,,Quinnipiac University,Supreme Court,,1407,,rv,,Disapprove,58%,Approve,34%,24.0
Mar. 21-25,,Quinnipiac University,Supreme Court,,1569,,a,,Disapprove,58%,Approve,32%,26.0
Mar. 20-21,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,2271,,rv,,Disapprove,60%,Approve,33%,27.0
Mar. 16-19,,YouGov,Congress,The Economist,1682,,a,,Disapprove,64%,Approve,13%,51.0
Mar. 16-19,,YouGov,Congress,The Economist,1510,,rv,,Disapprove,68%,Approve,13%,55.0
Mar. 16-19,,YouGov,Supreme Court,The Economist,1682,,a,,Disapprove,50%,Approve,36%,14.0
Mar. 16-19,,YouGov,Supreme Court,The Economist,1510,,rv,,Disapprove,51%,Approve,39%,12.0
Mar. 10-12,,YouGov,Congress,The Economist,1559,,a,,Disapprove,60%,Approve,17%,43.0
Mar. 10-12,,YouGov,Congress,The Economist,1367,,rv,,Disapprove,65%,Approve,18%,47.0
Mar. 10-12,,YouGov,Supreme Court,The Economist,1559,,a,,Disapprove,44%,Approve,43%,1.0
Mar. 10-12,,YouGov,Supreme Court,The Economist,1367,,rv,,Approve,47%,Disapprove,44%,3.0
Mar. 8-11,,YouGov,Supreme Court,Yahoo News,1482,,a,,Disapprove,45%,Approve,42%,3.0
Mar. 8-11,,YouGov,Supreme Court,Yahoo News,992,,rv,,Approve,47%,Disapprove,45%,2.0
Mar. 3-5,,YouGov,Congress,The Economist,1556,,a,,Disapprove,60%,Approve,15%,45.0
Mar. 3-5,,YouGov,Congress,The Economist,1450,,rv,,Disapprove,65%,Approve,15%,50.0
Mar. 3-5,,YouGov,Supreme Court,The Economist,1556,,a,,Disapprove,48%,Approve,40%,8.0
Mar. 3-5,,YouGov,Supreme Court,The Economist,1450,,rv,,Disapprove,50%,Approve,41%,9.0
Feb. 25-28,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1262,,rv,,Disapprove,78%,Approve,19%,59.0
Feb. 25-27,,YouGov,Congress,The Economist,1688,,a,,Disapprove,59%,Approve,16%,43.0
Feb. 25-27,,YouGov,Congress,The Economist,1498,,rv,,Disapprove,65%,Approve,16%,49.0
Feb. 22-27,,Clarity Campaign Labs,Congress,,1026,,lv,,Disapprove,56%,Approve,22%,34.0
Feb. 25-27,,YouGov,Supreme Court,The Economist,1688,,a,,Disapprove,49%,Approve,38%,11.0
Feb. 25-27,,YouGov,Supreme Court,The Economist,1498,,rv,,Disapprove,52%,Approve,41%,11.0
Feb. 17-22,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,59%,Approve,28%,31.0
Feb. 17-22,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,61%,Approve,28%,33.0
Feb. 21-22,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,2022,,rv,,Disapprove,58%,Approve,34%,24.0
Feb. 18-20,,YouGov,Congress,The Economist,1562,,a,,Disapprove,53%,Approve,23%,30.0
Feb. 18-20,,YouGov,Congress,The Economist,1360,,rv,,Disapprove,59%,Approve,22%,37.0
Feb. 1-20,,Gallup,Congress,,1016,,a,,Disapprove,83%,Approve,12%,71.0
Feb. 18-20,,YouGov,Supreme Court,The Economist,1562,,a,,Approve,46%,Disapprove,39%,7.0
Feb. 18-20,,YouGov,Supreme Court,The Economist,1360,,rv,,Approve,48%,Disapprove,42%,6.0
Feb. 5-15,,Marquette University Law School,Congress,,787,,rv,,Disapprove,79%,Approve,21%,58.0
Feb. 5-15,,Marquette University Law School,Congress,,628,,lv,,Disapprove,83%,Approve,17%,66.0
Feb. 5-15,,Marquette University Law School,Supreme Court,,1003,,a,,Disapprove,60%,Approve,40%,20.0
Feb. 5-15,,Marquette University Law School,Supreme Court,,787,,rv,,Disapprove,55%,Approve,45%,10.0
Feb. 5-15,,Marquette University Law School,Supreme Court,,628,,lv,,Disapprove,57%,Approve,43%,14.0
Feb. 11-13,,YouGov,Congress,The Economist,1671,,a,,Disapprove,56%,Approve,20%,36.0
Feb. 11-13,,YouGov,Congress,The Economist,1470,,rv,,Disapprove,60%,Approve,21%,39.0
Feb. 11-13,,YouGov,Supreme Court,The Economist,1671,,a,,Disapprove,44%,Approve,42%,2.0
Feb. 11-13,,YouGov,Supreme Court,The Economist,1470,,rv,,Disapprove,46%,Approve,45%,1.0
Feb. 8-12,,Monmouth University Polling Institute,Congress,,902,,a,,Disapprove,79%,Approve,14%,65.0
Feb. 4-6,,YouGov,Congress,The Economist,1591,,a,,Disapprove,57%,Approve,20%,37.0
Feb. 4-6,,YouGov,Congress,The Economist,1399,,rv,,Disapprove,61%,Approve,21%,40.0
Feb. 4-6,,YouGov,Supreme Court,The Economist,1591,,a,,Disapprove,49%,Approve,39%,10.0
Feb. 4-6,,YouGov,Supreme Court,The Economist,1399,,rv,,Disapprove,50%,Approve,41%,9.0
Jan. 28-30,,YouGov,Congress,The Economist,1686,,a,,Disapprove,62%,Approve,13%,49.0
Jan. 28-30,,YouGov,Congress,The Economist,1486,,rv,,Disapprove,66%,Approve,13%,53.0
Jan. 25-30,,University of Massachusetts Department of Political Science/YouGov,Congress,WCVB-TV (Boston),1064,,a,,Disapprove,62%,Approve,26%,36.0
Jan. 28-30,,YouGov,Supreme Court,The Economist,1686,,a,,Disapprove,54%,Approve,31%,23.0
Jan. 28-30,,YouGov,Supreme Court,The Economist,1486,,rv,,Disapprove,54%,Approve,35%,19.0
Jan. 25-30,,University of Massachusetts Department of Political Science/YouGov,Supreme Court,WCVB-TV (Boston),1064,,a,,Disapprove,48%,Approve,41%,7.0
Jan. 21-23,,YouGov,Congress,The Economist,1664,,a,,Disapprove,60%,Approve,18%,42.0
Jan. 21-23,,YouGov,Congress,The Economist,1497,,rv,,Disapprove,65%,Approve,17%,48.0
Jan. 19-23,,Clarity Campaign Labs,Congress,,1092,,lv,,Disapprove,58%,Approve,26%,32.0
Jan. 21-23,,YouGov,Supreme Court,The Economist,1664,,a,,Disapprove,47%,Approve,39%,8.0
Jan. 21-23,,YouGov,Supreme Court,The Economist,1497,,rv,,Disapprove,49%,Approve,42%,7.0
Jan. 19-22,,The Bullfinch Group,Congress,The Independent Center,1002,,rv,,Disapprove,62%,Approve,29%,33.0
Jan. 17-18,,HarrisX/Harris Poll,Congress,Harvard University Center for American Political Studies,2346,,rv,,Disapprove,59%,Approve,33%,26.0
Jan. 16-18,,NewsNation,Congress,,1000,,rv,,Disapprove,76%,Approve,24%,51.2
Jan. 14-16,,YouGov,Congress,The Economist,1660,,a,,Disapprove,62%,Approve,16%,46.0
Jan. 14-16,,YouGov,Congress,The Economist,1472,,rv,,Disapprove,68%,Approve,16%,52.0
Jan. 14-16,,YouGov,Supreme Court,The Economist,1660,,a,,Disapprove,46%,Approve,38%,8.0
Jan. 14-16,,YouGov,Supreme Court,The Economist,1472,,rv,,Disapprove,49%,Approve,41%,8.0
Jan. 7-9,,YouGov,Congress,The Economist,1593,,a,,Disapprove,56%,Approve,19%,37.0
Jan. 7-9,,YouGov,Congress,The Economist,1417,,rv,,Disapprove,62%,Approve,18%,44.0
Jan. 7-9,,YouGov,Supreme Court,The Economist,1593,,a,,Approve,43%,Disapprove,42%,1.0
Jan. 7-9,,YouGov,Supreme Court,The Economist,1417,,rv,,Disapprove,46%,Approve,45%,1.0
Dec. 31-Jan. 2,,YouGov,Congress,The Economist,1521,,a,,Disapprove,58%,Approve,18%,40.0
Dec. 31-Jan. 2,,YouGov,Congress,The Economist,1343,,rv,,Disapprove,62%,Approve,20%,42.0
Dec. 31-Jan. 2,,YouGov,Supreme Court,The Economist,1521,,a,,Disapprove,47%,Approve,38%,9.0
Dec. 31-Jan. 2,,YouGov,Supreme Court,The Economist,1343,,rv,,Disapprove,48%,Approve,43%,5.0
Dec. 20-21,,RMG Research,Supreme Court,,1000,,rv,,Disapprove,51%,Approve,41%,10.0
Dec. 16-18,,YouGov,Congress,The Economist,1500,,a,,Disapprove,56%,Approve,15%,41.0
Dec. 16-18,,YouGov,Congress,The Economist,1336,,rv,,Disapprove,62%,Approve,16%,46.0
Dec. 16-18,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,46%,Approve,36%,10.0
